R,G,B,Skin_NonSkin
176,176,130,1
181,178,133,1
98,93,154,1
174,177,138,1
157,164,121,1
134,136,170,1
163,162,112,1
176,174,126,1
169,182,238,0
162,161,111,1
137,172,216,0
146,179,229,0
2,5,3,1
179,111,194,1
132,162,55,1
163,161,113,1
154,154,124,1
107,152,209,0
63,60,16,1
138,137,81,1
242,233,229,1
182,180,132,1
166,164,116,1
192,107,159,1
74,77,28,1
202,200,165,1
79,48,211,1
161,175,224,0
86,89,34,1
34,83,67,1
77,80,31,1
163,162,111,1
30,22,123,1
167,181,234,0
188,186,146,1
180,180,132,1
191,192,150,1
61,54,39,1
166,166,118,1
137,177,235,0
3,5,0,1
170,169,119,1
32,31,10,1
118,155,217,0
246,174,156,1
174,172,124,1
205,204,170,1
63,65,36,1
230,159,92,1
115,223,247,1
134,139,88,1
63,64,20,1
69,70,26,1
82,88,129,0
136,95,193,1
0,0,255,1
120,159,211,0
23,18,117,1
67,68,28,1
160,178,237,0
178,175,131,1
88,85,34,1
116,69,132,1
117,118,74,1
114,148,207,0
104,206,201,1
77,89,137,0
171,170,119,1
186,200,194,1
118,153,221,0
20,18,0,1
123,81,12,1
135,138,92,1
89,98,148,0
56,102,149,0
176,177,133,1
182,179,141,1
126,129,79,1
245,250,253,1
50,99,145,0
171,168,117,1
42,165,85,1
85,185,240,1
148,151,101,1
207,206,210,1
197,197,157,1
99,148,222,0
128,131,86,1
0,1,2,1
140,139,88,1
182,179,135,1
193,190,145,1
183,179,138,1
50,108,80,1
162,176,234,0
53,93,141,0
149,164,226,0
108,145,197,0
160,158,104,1
136,169,214,0
199,198,160,1
175,172,128,1
91,89,35,1
144,169,233,0
164,160,112,1
173,172,122,1
56,57,17,1
93,92,36,1
119,152,221,0
157,160,128,1
147,164,237,0
177,174,129,1
92,87,148,1
62,115,102,1
35,37,1,1
89,91,39,1
34,40,15,1
50,54,18,1
157,161,126,1
172,171,121,1
53,53,17,1
111,149,213,0
196,195,157,1
197,195,161,1
179,178,134,1
67,40,250,1
180,181,139,1
186,187,161,1
175,162,116,1
164,163,113,1
82,85,35,1
43,100,156,0
60,61,17,1
182,179,135,1
173,172,122,1
198,197,159,1
44,45,43,1
64,65,21,1
172,172,126,1
199,197,166,1
166,166,118,1
172,171,121,1
97,96,40,1
130,92,14,1
136,142,87,1
76,79,30,1
171,170,120,1
198,198,158,1
16,14,3,1
194,193,149,1
178,176,128,1
116,152,222,0
98,99,49,1
115,166,228,0
82,117,191,0
154,158,117,1
180,177,132,1
136,139,89,1
89,92,37,1
170,169,119,1
149,148,92,1
55,56,24,1
47,39,26,1
57,80,142,0
34,117,249,1
205,204,170,1
65,66,26,1
128,132,185,0
172,173,164,1
111,149,213,0
179,176,131,1
151,154,109,1
199,197,162,1
32,33,7,1
63,64,20,1
22,22,4,1
103,150,224,0
2,0,0,1
182,179,135,1
178,175,131,1
173,171,140,1
122,160,214,0
32,16,158,1
197,197,157,1
93,79,57,1
142,154,218,0
0,3,182,1
158,157,101,1
198,198,162,1
196,195,161,1
151,148,97,1
205,204,170,1
51,106,163,0
15,14,0,1
11,11,5,1
33,34,30,1
197,197,157,1
103,102,46,1
144,158,216,0
122,161,213,0
49,47,13,1
179,177,129,1
56,27,236,1
95,94,43,1
197,197,161,1
66,68,22,1
124,74,8,1
194,194,154,1
178,175,131,1
54,57,25,1
97,118,173,0
157,160,121,1
135,136,150,1
99,142,209,0
110,106,57,1
186,181,136,1
166,171,110,1
126,154,208,0
157,160,115,1
68,92,138,0
142,164,229,0
144,143,87,1
2,1,0,1
2,1,0,1
38,38,8,1
159,181,129,1
175,173,125,1
119,159,218,0
205,204,170,1
19,18,4,1
130,172,219,0
55,90,133,0
58,59,20,1
138,137,86,1
41,53,33,1
118,151,214,0
175,173,125,1
185,186,144,1
173,188,234,0
182,179,135,1
199,197,163,1
122,159,211,0
60,74,132,0
56,110,165,0
109,108,52,1
35,34,8,1
0,191,1,1
138,137,87,1
33,34,8,1
199,198,160,1
158,162,127,1
119,121,115,1
173,172,122,1
134,160,227,0
180,180,134,1
143,142,91,1
138,138,138,1
15,15,0,1
185,182,137,1
140,140,86,1
64,78,126,0
178,175,131,1
171,168,123,1
43,161,88,1
176,174,126,1
51,55,19,1
197,200,168,1
67,70,21,1
177,174,129,1
59,61,25,1
157,161,126,1
104,144,196,0
105,138,194,0
136,139,90,1
3,4,0,1
149,143,198,0
157,161,126,1
174,175,143,1
16,15,1,1
183,179,138,1
6,7,3,1
79,85,126,0
182,183,141,1
205,204,170,1
177,175,127,1
33,34,8,1
190,187,143,1
80,78,24,1
164,162,114,1
121,124,85,1
100,146,223,0
195,191,156,1
196,195,157,1
136,193,114,1
52,23,226,1
77,78,36,1
198,195,164,1
25,66,39,1
203,202,168,1
54,54,14,1
138,143,98,1
165,178,230,0
180,177,133,1
95,98,48,1
177,175,127,1
92,90,36,1
90,68,247,1
171,186,232,0
60,64,23,1
69,71,25,1
52,103,166,0
173,187,236,0
61,62,28,1
126,126,86,1
119,120,64,1
197,195,160,1
205,204,170,1
167,163,115,1
12,11,7,1
117,144,171,0
44,76,22,1
176,174,126,1
105,140,160,0
79,87,127,0
77,78,36,1
145,146,96,1
123,155,220,0
166,165,114,1
198,198,158,1
0,1,1,1
199,197,157,1
155,68,154,1
201,200,166,1
50,107,159,0
130,130,94,1
32,33,7,1
181,178,133,1
202,201,163,1
164,190,236,0
199,197,162,1
128,161,230,0
162,182,237,0
107,142,206,0
128,255,0,1
49,49,49,1
180,179,135,1
56,97,146,0
54,97,146,0
84,87,38,1
180,179,135,1
89,79,61,1
160,163,117,1
47,49,13,1
171,169,121,1
129,168,223,0
51,53,17,1
3,0,189,1
200,210,250,0
167,163,114,1
194,191,146,1
7,18,152,1
106,106,76,1
41,39,9,1
203,212,255,0
78,79,29,1
184,183,139,1
51,53,17,1
171,170,119,1
87,140,221,0
189,189,165,1
76,59,216,1
255,0,128,1
151,152,102,1
203,201,167,1
172,171,121,1
172,171,121,1
239,202,168,1
158,178,233,0
64,90,150,0
149,149,101,1
173,142,97,1
135,147,153,1
173,169,120,1
8,5,0,1
193,190,146,1
160,158,118,1
130,139,229,1
50,95,146,0
178,177,133,1
134,137,92,1
164,163,113,1
172,169,124,1
65,79,127,0
164,163,113,1
167,91,149,1
121,153,219,0
200,198,163,1
167,163,114,1
66,66,18,1
71,82,120,0
140,140,86,1
55,109,255,1
15,14,4,1
178,176,128,1
82,177,233,1
122,123,61,1
143,143,95,1
115,155,220,0
49,45,50,1
170,168,120,1
66,64,24,1
114,113,55,1
15,15,1,1
96,145,219,0
229,159,92,1
163,177,226,0
198,198,158,1
55,59,18,1
191,191,145,1
53,53,17,1
134,132,131,1
178,194,237,0
146,148,96,1
131,119,119,1
159,164,119,1
177,174,129,1
157,162,123,1
19,16,2,1
201,200,162,1
171,170,119,1
182,179,135,1
206,218,254,0
64,64,24,1
188,190,161,1
53,57,22,1
182,179,134,1
43,93,153,0
200,198,163,1
199,197,162,1
199,198,160,1
108,142,212,0
185,183,153,1
200,198,163,1
241,204,170,1
178,177,127,1
177,174,123,1
190,180,140,1
172,168,120,1
168,184,230,0
141,160,21,1
21,87,62,1
139,138,82,1
50,52,16,1
240,205,172,1
82,183,238,1
90,88,34,1
149,171,23,1
41,42,10,1
172,168,120,1
182,181,137,1
133,168,218,0
118,153,226,0
155,159,117,1
171,169,121,1
228,161,98,1
255,209,207,1
60,61,19,1
181,181,133,1
152,149,98,1
41,43,13,1
132,165,228,0
176,175,125,1
55,53,19,1
80,83,34,1
172,173,129,1
200,198,163,1
179,176,131,1
61,61,43,1
153,158,126,1
167,183,236,0
62,62,22,1
136,138,86,1
185,184,140,1
165,169,133,1
198,198,158,1
142,147,202,0
124,134,188,0
150,153,98,1
201,200,162,1
79,55,209,1
129,172,223,0
104,206,201,1
97,94,150,1
107,107,83,1
51,91,139,0
11,11,0,1
184,185,145,1
52,54,18,1
42,110,255,1
140,140,86,1
44,89,140,0
123,155,220,0
74,236,208,1
167,163,114,1
144,146,94,1
171,170,120,1
197,196,158,1
177,146,125,1
68,69,25,1
62,66,24,1
54,59,20,1
118,156,220,0
131,163,229,0
192,190,150,1
111,110,52,1
164,163,113,1
199,228,195,1
247,238,228,1
194,193,155,1
36,0,144,1
12,20,10,1
163,161,113,1
192,191,153,1
172,186,238,0
172,171,121,1
3,5,0,1
67,66,40,1
161,164,125,1
172,170,122,1
59,61,25,1
198,198,158,1
56,90,79,1
200,198,163,1
141,142,92,1
168,167,117,1
201,200,162,1
232,161,97,1
2,2,2,1
117,152,220,0
144,204,198,1
138,141,92,1
151,189,253,0
170,159,115,1
200,198,163,1
171,169,121,1
240,246,251,1
201,200,162,1
192,192,152,1
172,173,131,1
65,61,33,1
98,144,221,0
241,232,228,1
120,123,73,1
143,145,103,1
108,84,255,1
1,0,2,1
192,191,153,1
180,178,137,1
201,200,162,1
255,255,255,1
164,163,113,1
119,120,70,1
128,129,89,1
56,97,146,0
187,187,147,1
173,142,97,1
176,172,124,1
172,168,119,1
119,162,213,0
152,112,37,1
156,192,246,0
120,150,209,0
182,180,132,1
7,8,0,1
140,198,140,1
186,180,137,1
172,171,121,1
29,29,13,1
117,149,208,0
106,129,185,0
207,215,255,0
127,160,229,0
33,35,6,1
193,193,153,1
74,74,26,1
139,142,93,1
41,94,91,1
95,98,59,1
145,157,221,0
16,11,2,1
0,129,104,1
165,169,133,1
6,5,0,1
175,173,125,1
72,75,29,1
71,73,27,1
199,196,165,1
166,165,121,1
14,14,8,1
32,33,7,1
173,176,126,1
172,172,126,1
164,163,113,1
99,30,13,1
97,203,227,1
181,178,134,1
205,205,169,1
175,191,233,0
85,35,13,1
204,202,168,1
55,56,24,1
142,140,86,1
134,13,127,1
199,197,162,1
39,95,150,0
155,149,102,1
57,55,20,1
179,177,129,1
73,85,125,0
181,182,140,1
178,175,131,1
58,118,184,0
190,192,170,1
32,33,7,1
147,168,22,1
70,74,33,1
197,195,160,1
37,38,4,1
132,171,223,0
189,187,147,1
179,177,129,1
136,139,90,1
15,14,10,1
197,196,162,1
197,197,157,1
62,63,23,1
108,107,49,1
181,178,133,1
170,166,118,1
175,175,129,1
46,100,155,0
155,154,98,1
81,136,217,0
153,154,98,1
108,136,171,0
236,121,118,1
150,188,252,0
20,17,2,1
163,162,112,1
195,193,153,1
166,164,110,1
171,167,126,1
180,178,137,1
173,173,133,1
178,178,132,1
178,175,131,1
180,178,130,1
171,172,128,1
2,2,2,1
159,157,103,1
157,161,126,1
154,194,255,0
139,151,157,1
151,192,255,0
167,166,115,1
11,9,0,1
139,139,233,1
189,187,147,1
179,177,129,1
17,8,189,1
136,133,89,1
174,143,98,1
31,32,6,1
138,139,89,1
158,178,219,0
92,140,204,0
132,136,101,1
97,91,72,1
168,164,115,1
171,170,119,1
162,177,226,0
178,178,132,1
75,77,35,1
179,179,133,1
161,163,121,1
44,45,43,1
142,141,85,1
53,95,142,0
181,181,133,1
197,197,157,1
186,180,139,1
5,0,0,1
105,104,46,1
33,34,8,1
115,150,216,0
0,4,0,1
183,181,133,1
157,177,232,0
136,139,90,1
154,167,159,1
111,165,230,0
130,132,90,1
198,196,161,1
50,26,222,1
122,87,7,1
147,149,97,1
22,21,7,1
90,68,247,1
174,174,128,1
80,51,200,1
135,138,89,1
179,176,132,1
107,94,108,1
167,181,233,0
199,199,159,1
52,102,148,0
199,197,163,1
127,132,93,1
54,106,159,0
56,74,127,0
61,65,24,1
143,142,86,1
168,169,129,1
46,50,45,1
113,112,54,1
172,169,125,1
151,193,252,0
10,11,1,1
50,120,187,0
19,22,6,1
123,41,29,1
172,171,120,1
161,165,123,1
103,206,201,1
76,79,33,1
179,178,120,1
165,163,115,1
140,144,95,1
190,191,149,1
162,196,232,0
255,168,255,1
174,176,134,1
162,160,106,1
58,58,18,1
81,87,128,0
170,169,119,1
124,162,226,0
11,10,6,1
97,148,221,0
149,189,254,0
103,101,77,1
127,127,127,1
141,143,101,1
106,160,225,0
182,181,137,1
201,200,162,1
172,169,124,1
165,163,129,1
143,139,90,1
198,198,158,1
146,144,90,1
85,63,245,1
113,112,54,1
58,114,169,0
175,175,121,1
118,120,84,1
95,141,218,0
135,138,93,1
178,193,189,1
67,123,182,0
198,198,158,1
229,232,206,1
185,125,185,1
104,107,62,1
102,138,208,0
180,177,132,1
55,59,24,1
66,84,145,0
130,106,84,1
255,255,255,1
206,194,160,1
171,168,117,1
165,164,114,1
166,163,118,1
147,165,230,0
175,178,183,1
149,187,252,0
246,229,226,1
14,13,9,1
196,99,96,1
172,173,129,1
176,174,126,1
167,169,127,1
59,124,198,0
86,29,14,1
52,84,67,1
178,178,132,1
157,154,103,1
148,183,233,0
151,151,103,1
38,57,38,1
132,134,88,1
151,57,152,1
182,179,134,1
108,123,233,1
252,248,189,1
93,142,218,0
100,78,250,1
142,176,230,0
164,162,114,1
59,61,25,1
100,133,119,1
197,195,160,1
130,230,242,1
163,162,112,1
23,25,3,1
182,179,135,1
156,160,125,1
100,99,41,1
151,164,226,0
202,200,160,1
79,85,128,0
141,141,95,1
199,198,160,1
4,0,72,1
134,181,243,0
170,169,119,1
156,160,119,1
158,162,121,1
99,150,223,0
201,196,163,1
62,108,172,0
184,182,141,1
62,66,24,1
201,200,162,1
151,150,92,1
4,5,1,1
205,204,170,1
205,111,145,1
24,21,13,1
6,5,1,1
173,166,139,1
142,177,220,0
147,148,98,1
164,163,113,1
136,92,69,1
155,158,113,1
179,176,132,1
0,183,0,1
138,137,81,1
62,61,40,1
0,1,0,1
223,206,197,1
85,95,135,0
30,27,23,1
200,196,161,1
22,26,14,1
238,231,228,1
72,111,186,0
31,30,16,1
178,175,131,1
167,165,111,1
166,180,233,0
183,182,138,1
146,147,97,1
164,163,113,1
164,162,114,1
164,160,112,1
192,192,152,1
74,71,27,1
27,29,17,1
49,47,16,1
74,60,216,1
41,53,35,1
71,80,124,0
222,168,167,1
109,211,206,1
151,116,12,1
61,84,134,0
17,16,149,1
113,125,179,0
149,149,101,1
190,188,148,1
212,207,209,1
77,77,31,1
54,55,23,1
52,53,19,1
46,106,255,1
113,148,214,0
200,198,163,1
181,178,133,1
176,177,135,1
125,162,220,0
118,153,217,0
165,165,119,1
116,158,225,0
163,162,112,1
59,117,183,0
200,171,73,1
215,199,192,1
170,185,234,0
180,177,133,1
179,177,129,1
64,64,24,1
178,178,138,1
133,171,225,0
53,57,21,1
66,129,189,0
107,113,166,0
106,111,56,1
15,12,0,1
138,137,86,1
59,105,163,0
53,55,19,1
182,178,137,1
62,123,191,0
0,0,255,1
3,2,0,1
98,146,218,0
12,67,58,1
54,58,23,1
134,136,100,1
179,177,129,1
49,92,141,0
176,175,119,1
173,191,238,0
71,127,186,0
175,171,122,1
164,185,236,0
173,186,238,0
91,91,55,1
128,131,86,1
59,119,189,0
182,179,135,1
74,84,124,0
150,147,102,1
165,163,109,1
178,175,131,1
178,194,236,0
179,177,129,1
175,173,125,1
98,144,221,0
106,120,232,1
199,197,162,1
185,183,143,1
7,1,6,1
179,177,129,1
173,173,125,1
176,173,128,1
51,91,140,0
159,152,109,1
143,167,233,0
148,151,102,1
147,148,98,1
164,163,113,1
48,95,147,0
32,33,24,1
153,157,116,1
201,200,162,1
255,0,128,1
66,75,55,1
78,81,32,1
160,163,124,1
187,205,252,0
98,147,223,0
126,166,219,0
195,193,153,1
60,64,23,1
198,198,158,1
102,139,207,0
67,64,50,1
173,171,123,1
53,61,20,1
53,56,24,1
50,64,117,0
132,138,203,0
119,155,225,0
153,169,216,0
181,178,134,1
0,0,0,1
172,167,122,1
239,226,218,1
176,175,124,1
203,202,168,1
68,69,25,1
248,250,250,1
137,178,223,0
46,100,155,0
109,147,211,0
46,46,6,1
55,59,23,1
43,44,5,1
192,191,153,1
125,128,183,0
229,210,75,1
118,118,82,1
131,170,222,0
53,101,165,0
98,74,240,1
65,72,35,1
102,142,194,0
0,1,0,1
182,179,134,1
171,93,176,1
71,118,172,0
183,180,135,1
89,95,38,1
53,103,155,0
169,185,238,0
179,180,140,1
165,163,109,1
162,176,228,0
15,14,0,1
129,161,226,0
37,37,7,1
180,177,132,1
162,180,233,0
173,173,127,1
118,220,215,1
109,120,232,1
46,47,3,1
164,163,113,1
196,195,157,1
106,155,225,0
133,133,133,1
165,164,114,1
150,155,110,1
20,17,2,1
76,89,127,0
188,147,44,1
103,150,224,0
4,3,0,1
162,159,108,1
248,250,250,1
194,193,155,1
137,136,85,1
152,158,223,0
165,163,109,1
110,109,89,1
11,9,1,1
201,200,162,1
147,172,234,0
53,56,24,1
204,213,255,0
182,180,132,1
46,44,9,1
10,8,0,1
87,89,37,1
38,41,9,1
148,187,239,0
11,12,0,1
155,194,255,0
179,177,129,1
199,197,163,1
88,86,32,1
56,57,37,1
109,110,54,1
155,154,98,1
48,105,150,0
181,178,133,1
173,179,126,1
182,178,137,1
116,115,57,1
155,158,136,1
94,91,40,1
53,54,20,1
5,2,0,1
5,5,0,1
171,170,119,1
117,151,210,0
217,227,237,1
133,131,77,1
250,255,254,1
213,225,231,1
60,112,172,0
11,190,251,1
92,10,0,1
84,131,213,0
126,164,218,0
137,135,81,1
110,212,207,1
95,95,41,1
116,224,248,1
51,52,18,1
199,197,163,1
152,172,230,0
16,11,2,1
8,8,2,1
164,179,228,0
141,153,159,1
60,25,199,1
205,205,169,1
112,111,55,1
154,195,255,0
79,0,0,1
176,175,131,1
109,108,50,1
123,130,187,0
160,165,120,1
201,199,164,1
50,91,140,0
202,200,165,1
110,142,208,0
202,201,163,1
20,21,5,1
65,66,22,1
198,196,161,1
112,159,227,0
98,91,152,1
178,178,130,1
201,200,162,1
4,4,0,1
199,199,159,1
205,203,172,1
159,158,114,1
69,123,100,1
17,180,18,1
49,29,218,1
140,141,91,1
186,183,138,1
151,106,79,1
105,150,207,0
10,6,5,1
199,197,162,1
108,210,205,1
0,0,3,1
165,162,111,1
197,196,158,1
161,164,115,1
193,194,150,1
111,139,216,0
149,153,111,1
160,165,228,0
155,154,98,1
129,164,220,0
121,154,210,0
178,178,132,1
201,199,164,1
6,4,3,1
33,32,12,1
152,190,254,0
103,150,224,0
98,145,219,0
140,143,94,1
199,197,162,1
178,175,131,1
193,191,151,1
99,92,153,1
72,29,246,1
176,174,126,1
135,134,78,1
5,6,0,1
197,196,158,1
12,13,4,1
174,190,233,0
174,170,121,1
61,65,24,1
19,9,193,1
100,31,14,1
95,95,41,1
3,2,0,1
156,159,120,1
163,164,120,1
63,64,24,1
156,156,156,1
127,166,218,0
184,184,144,1
161,161,107,1
163,172,109,1
164,163,113,1
178,176,128,1
199,197,162,1
161,163,117,1
172,171,121,1
180,180,134,1
156,157,107,1
182,181,131,1
34,36,7,1
180,181,142,1
79,87,127,0
181,178,133,1
114,113,55,1
127,132,87,1
15,30,22,1
109,149,208,0
54,53,15,1
145,90,213,1
47,13,227,1
139,138,94,1
35,72,100,1
177,177,129,1
16,14,3,1
91,89,35,1
29,30,0,1
90,27,13,1
171,171,131,1
151,156,111,1
199,197,162,1
184,183,139,1
245,250,249,1
182,181,137,1
62,62,16,1
159,163,121,1
181,178,134,1
171,140,117,1
199,197,162,1
18,15,1,1
169,179,233,0
2,1,0,1
183,180,136,1
136,138,102,1
167,165,111,1
170,169,119,1
50,50,10,1
49,95,142,0
135,133,92,1
123,163,215,0
67,68,34,1
105,78,64,1
124,156,222,0
148,150,98,1
160,164,129,1
179,176,131,1
53,53,17,1
181,179,138,1
34,36,30,1
195,194,156,1
175,173,125,1
167,89,143,1
0,1,1,1
122,153,222,0
34,35,9,1
196,194,160,1
171,165,122,1
58,60,18,1
16,14,3,1
89,67,246,1
205,205,169,1
132,132,132,1
117,157,209,0
171,168,117,1
163,162,112,1
78,89,127,0
144,136,237,1
68,69,25,1
47,127,122,1
108,146,224,0
34,35,33,1
133,137,102,1
168,182,235,0
156,193,255,0
141,144,95,1
81,182,180,1
26,21,6,1
20,21,12,1
148,114,38,1
13,13,7,1
180,179,135,1
190,189,151,1
78,86,126,0
62,62,26,1
197,197,161,1
197,196,158,1
159,163,128,1
164,162,114,1
165,164,114,1
104,149,216,0
173,170,125,1
99,123,153,0
0,193,0,1
135,167,220,0
175,170,125,1
255,128,0,1
41,129,199,1
15,34,13,1
0,130,100,1
89,77,59,1
46,47,45,1
178,175,131,1
153,165,219,0
109,157,215,0
194,192,151,1
97,103,156,0
183,182,138,1
168,185,228,0
49,50,10,1
180,179,135,1
113,173,255,1
32,34,5,1
79,94,143,0
200,198,163,1
201,198,160,1
116,133,189,0
179,176,132,1
121,147,207,0
175,170,125,1
117,161,222,0
184,167,158,1
178,175,130,1
5,1,180,1
120,120,60,1
51,53,7,1
56,74,135,0
50,49,28,1
77,73,24,1
96,138,215,0
20,16,5,1
44,95,158,0
173,189,232,0
159,162,123,1
113,162,30,1
147,148,98,1
56,54,19,1
125,137,195,0
97,151,222,0
127,127,67,1
201,199,164,1
102,100,46,1
143,179,249,0
108,107,49,1
1,1,1,1
3,3,0,1
15,14,4,1
151,153,107,1
105,106,66,1
50,51,12,1
119,155,215,0
180,175,136,1
4,21,8,1
147,156,220,0
144,147,98,1
194,193,155,1
169,170,120,1
183,181,133,1
14,9,10,1
141,143,97,1
58,109,172,0
3,5,0,1
103,102,46,1
129,131,95,1
171,171,125,1
205,203,173,1
142,139,88,1
152,128,106,1
199,197,163,1
142,141,85,1
164,161,110,1
112,152,211,0
180,179,135,1
123,154,223,0
55,110,171,0
178,179,115,1
199,198,160,1
165,182,239,0
54,54,18,1
132,133,93,1
31,32,6,1
173,170,125,1
47,45,44,1
59,61,25,1
158,131,111,1
41,42,8,1
211,223,229,1
57,97,145,0
182,179,135,1
66,67,23,1
43,44,12,1
174,175,131,1
95,148,221,0
185,181,140,1
5,18,148,1
188,189,147,1
151,189,253,0
80,83,34,1
197,198,156,1
65,66,24,1
50,50,14,1
187,182,137,1
191,190,152,1
92,90,49,1
13,11,1,1
1,119,252,1
134,169,225,0
179,177,129,1
60,64,23,1
100,97,46,1
96,142,219,0
188,181,131,1
35,34,8,1
183,180,136,1
154,167,223,0
133,166,211,0
144,142,88,1
132,132,132,1
31,204,250,1
67,136,255,1
17,16,2,1
163,161,113,1
201,199,164,1
204,203,169,1
57,55,45,1
176,174,126,1
201,200,162,1
116,119,69,1
150,147,96,1
51,55,14,1
179,179,131,1
158,160,114,1
75,114,189,0
97,152,225,0
168,182,231,0
185,182,137,1
167,163,114,1
59,61,25,1
145,144,88,1
133,132,98,1
174,172,124,1
103,140,214,0
162,166,131,1
178,175,131,1
42,62,109,0
90,68,247,1
178,178,132,1
196,206,253,0
105,140,203,0
50,52,16,1
80,88,128,0
144,177,226,0
35,80,63,1
196,195,157,1
37,38,12,1
0,2,186,1
180,179,135,1
5,0,2,1
13,20,229,1
130,164,217,0
170,169,119,1
101,73,49,1
175,172,127,1
59,56,11,1
179,177,129,1
167,165,117,1
200,210,250,0
128,131,86,1
133,133,239,1
198,198,158,1
49,48,241,1
171,163,123,1
124,126,180,0
148,150,161,1
161,177,230,0
7,9,9,1
197,195,160,1
184,182,151,1
165,163,115,1
173,161,107,1
199,197,162,1
57,58,18,1
114,126,180,0
84,86,40,1
127,128,88,1
125,156,225,0
187,185,144,1
161,165,129,1
96,146,222,0
50,50,36,1
128,131,86,1
181,178,134,1
70,71,27,1
195,194,156,1
97,146,222,0
58,119,187,0
141,139,85,1
113,116,67,1
82,81,30,1
181,178,134,1
121,86,22,1
146,157,219,0
135,135,189,0
162,166,131,1
50,52,10,1
130,130,94,1
181,178,134,1
174,172,124,1
249,253,254,1
199,198,160,1
140,139,81,1
172,171,121,1
76,161,129,1
66,69,24,1
181,178,134,1
165,169,134,1
139,140,90,1
139,173,226,0
193,193,153,1
138,139,89,1
182,179,135,1
166,166,118,1
175,176,132,1
89,91,61,1
104,138,192,0
65,35,240,1
21,22,13,1
162,160,112,1
136,138,92,1
158,173,222,0
253,252,254,1
69,70,26,1
184,186,144,1
115,152,210,0
96,134,192,0
39,96,151,0
53,56,24,1
152,153,103,1
60,61,35,1
7,6,0,1
1,193,2,1
157,161,126,1
129,169,221,0
166,168,122,1
182,183,141,1
233,120,104,1
177,169,129,1
46,103,154,0
3,2,0,1
69,126,188,0
20,58,40,1
54,55,21,1
185,173,133,1
149,147,93,1
18,65,49,1
182,179,134,1
175,175,127,1
39,36,8,1
132,143,211,0
222,71,50,1
37,0,146,1
2,0,0,1
39,39,3,1
0,177,2,1
205,204,170,1
196,195,157,1
251,249,195,1
163,162,111,1
175,172,127,1
33,69,33,1
181,178,134,1
54,91,141,0
58,46,218,1
49,50,11,1
166,180,228,0
141,144,95,1
178,175,131,1
191,189,148,1
167,163,114,1
69,99,158,0
54,123,193,0
35,37,7,1
53,54,20,1
183,181,151,1
162,165,120,1
156,160,119,1
53,124,127,1
164,165,123,1
196,195,157,1
199,197,162,1
159,157,109,1
192,191,153,1
199,199,175,1
49,49,13,1
93,87,152,1
165,165,119,1
32,100,77,1
183,182,138,1
152,151,95,1
15,14,0,1
126,2,126,1
149,151,99,1
160,168,227,0
149,153,88,1
153,154,104,1
162,166,131,1
180,178,137,1
170,166,118,1
127,126,68,1
147,184,252,0
0,182,0,1
88,138,220,0
40,161,80,1
129,130,86,1
78,178,233,1
65,97,138,0
181,178,133,1
204,202,168,1
44,45,6,1
138,141,92,1
10,11,0,1
62,66,30,1
112,149,205,0
20,17,2,1
37,27,117,1
180,177,132,1
3,3,0,1
183,181,133,1
74,77,32,1
22,19,4,1
63,62,42,1
78,84,125,0
198,198,158,1
137,140,91,1
158,161,111,1
197,195,160,1
156,193,255,0
90,145,214,0
147,171,231,0
111,151,210,0
171,167,126,1
197,193,158,1
196,194,159,1
177,174,129,1
199,199,159,1
45,99,152,0
47,48,14,1
195,194,156,1
180,179,135,1
83,24,32,1
65,66,22,1
153,152,96,1
121,126,181,0
92,100,153,0
67,67,55,1
163,161,113,1
75,74,24,1
145,192,113,1
164,163,113,1
178,178,132,1
69,71,25,1
158,177,222,0
201,200,162,1
172,171,121,1
72,110,192,0
31,32,22,1
183,183,143,1
15,14,10,1
255,255,255,1
201,199,164,1
88,96,149,0
228,75,54,1
157,160,121,1
15,14,0,1
154,159,120,1
175,172,127,1
140,141,91,1
182,179,135,1
59,61,15,1
141,140,82,1
141,142,92,1
199,197,162,1
106,153,221,0
105,104,48,1
59,61,25,1
26,30,5,1
52,56,21,1
139,139,139,1
155,161,126,1
17,18,2,1
181,179,131,1
5,9,0,1
164,122,45,1
255,255,255,1
32,33,7,1
199,197,162,1
152,190,254,0
93,146,119,1
165,163,115,1
174,190,237,0
201,213,255,0
83,87,88,1
195,193,152,1
11,11,5,1
120,119,61,1
4,4,0,1
176,174,126,1
236,193,160,1
205,204,170,1
63,64,24,1
254,255,240,1
15,15,1,1
145,187,252,0
12,38,20,1
167,165,111,1
201,199,164,1
198,198,158,1
179,178,134,1
129,169,218,0
52,53,19,1
246,129,255,1
74,71,57,1
55,58,19,1
54,54,18,1
69,68,30,1
162,159,114,1
198,196,161,1
39,52,36,1
179,176,132,1
44,164,83,1
141,144,98,1
10,9,0,1
134,135,95,1
123,156,219,0
78,81,35,1
182,182,136,1
198,175,149,1
160,163,124,1
178,177,127,1
55,60,29,1
165,164,114,1
78,86,126,0
164,162,114,1
200,198,163,1
73,75,39,1
234,233,235,1
155,161,126,1
247,249,229,1
157,156,100,1
154,155,105,1
171,170,120,1
60,117,255,1
185,185,139,1
167,168,129,1
182,182,142,1
171,171,125,1
192,190,155,1
201,200,162,1
149,152,126,1
157,161,125,1
65,67,25,1
138,141,92,1
175,173,125,1
38,39,37,1
49,92,141,0
55,59,18,1
4,3,0,1
32,34,5,1
199,197,163,1
118,161,124,1
133,133,133,1
22,17,0,1
